Time,SP,block,EPEX_DA_half-hourly  [GBP/MWh],SSP [GBP/MWh],DCL [GBP/MW/h],DCH [GBP/MW/h]
23/04/2022 12:30,26,4,111,175.95,4.1,7.8
23/04/2022 13:00,27,4,124,182,4.1,7.8
23/04/2022 13:30,28,4,107.6,174,4.1,7.8
23/04/2022 14:00,29,4,109.6,174,4.1,7.8
23/04/2022 14:30,30,4,115.7,142.48,4.1,7.8
23/04/2022 15:00,31,5,111.6,175.95,47.98,8
23/04/2022 15:30,32,5,131,175.95,47.98,8
23/04/2022 16:00,33,5,117,88.16,47.98,8
23/04/2022 16:30,34,5,139,83.79,47.98,8
23/04/2022 17:00,35,5,134.4,195,47.98,8
23/04/2022 17:30,36,5,137.6,206.9525,47.98,8
23/04/2022 18:00,37,5,132.6,201,47.98,8
23/04/2022 18:30,38,5,147,199.49411,47.98,8
23/04/2022 19:00,39,6,155,195,0.79,5
23/04/2022 19:30,40,6,150.4,234,0.79,5
23/04/2022 20:00,41,6,156.8,234,0.79,5
23/04/2022 20:30,42,6,158,215,0.79,5
23/04/2022 21:00,43,6,169.6,215,0.79,5
23/04/2022 21:30,44,6,126.6,100.25,0.79,5
23/04/2022 22:00,45,6,146,199,0.79,5
23/04/2022 22:30,46,6,126,225,0.79,5
23/04/2022 23:00,47,1,145,172,2,8
23/04/2022 23:30,48,1,138.1,189,2,8
24/04/2022 00:00,1,1,129.6,190,2,8
24/04/2022 00:30,2,1,120,91,2,8
24/04/2022 01:00,3,1,115,101.85,2,8
24/04/2022 01:30,4,1,121,189,2,8
24/04/2022 02:00,5,1,115,210,2,8
24/04/2022 02:30,6,1,99.2,198,2,8
24/04/2022 03:00,7,2,101.5,86.77,4.9,6
24/04/2022 03:30,8,2,80.3,86.77,4.9,6
24/04/2022 04:00,9,2,113.4,79.43,4.9,6
24/04/2022 04:30,10,2,105,71.04,4.9,6
24/04/2022 05:00,11,2,115,75.09,4.9,6
24/04/2022 05:30,12,2,108.3,62.62,4.9,6
24/04/2022 06:00,13,2,120,50.94,4.9,6
24/04/2022 06:30,14,2,124,93.21,4.9,6
24/04/2022 07:00,15,3,120,98.48,68,0.84
24/04/2022 07:30,16,3,139,98.48,68,0.84
24/04/2022 08:00,17,3,143.9,137.88,68,0.84
24/04/2022 08:30,18,3,167,134.66,68,0.84
24/04/2022 09:00,19,3,147.2,106.11,68,0.84
24/04/2022 09:30,20,3,157.8,93.54,68,0.84
24/04/2022 10:00,21,3,150.4,81.1,68,0.84
24/04/2022 10:30,22,3,142.02,85.32,68,0.84
24/04/2022 11:00,23,4,141.9,99.8904,59,0.85
24/04/2022 11:30,24,4,125,103.03,59,0.85
24/04/2022 12:00,25,4,124,102.03,59,0.85
24/04/2022 12:30,26,4,125,179,59,0.85
24/04/2022 13:00,27,4,131.4,179,59,0.85
24/04/2022 13:30,28,4,118.6,93.87,59,0.85
24/04/2022 14:00,29,4,122.4,179,59,0.85
24/04/2022 14:30,30,4,120,202.18335,59,0.85
24/04/2022 15:00,31,5,120,204,73,2
24/04/2022 15:30,32,5,137.9,198.95,73,2
24/04/2022 16:00,33,5,139.2,210,73,2
24/04/2022 16:30,34,5,166.4,210,73,2
24/04/2022 17:00,35,5,169,210,73,2
24/04/2022 17:30,36,5,157,108.1,73,2
24/04/2022 18:00,37,5,180,110.05,73,2
24/04/2022 18:30,38,5,166.4,210,73,2
24/04/2022 19:00,39,6,190.4,210,1.5,0.85
24/04/2022 19:30,40,6,181,108.11,1.5,0.85
24/04/2022 20:00,41,6,182.4,109.8,1.5,0.85
24/04/2022 20:30,42,6,173,109.8,1.5,0.85
24/04/2022 21:00,43,6,200,117,1.5,0.85
24/04/2022 21:30,44,6,150,110.1,1.5,0.85
24/04/2022 22:00,45,6,184.1,230,1.5,0.85
24/04/2022 22:30,46,6,137.6,198,1.5,0.85
24/04/2022 23:00,47,1,172.8,230,2.83,2.83
24/04/2022 23:30,48,1,145,235,2.83,2.83
25/04/2022 00:00,1,1,156.8,235,2.83,2.83
25/04/2022 00:30,2,1,145.3,239,2.83,2.83
25/04/2022 01:00,3,1,143.3,235.00016,2.83,2.83
25/04/2022 01:30,4,1,157.2,220,2.83,2.83
25/04/2022 02:00,5,1,150.6,187.5,2.83,2.83
25/04/2022 02:30,6,1,150,187.5,2.83,2.83
25/04/2022 03:00,7,2,148.8,187.5,6.37,4.53
25/04/2022 03:30,8,2,141.15,187.5,6.37,4.53
25/04/2022 04:00,9,2,155.2,249,6.37,4.53
25/04/2022 04:30,10,2,147,249,6.37,4.53
25/04/2022 05:00,11,2,172.72,264,6.37,4.53
25/04/2022 05:30,12,2,165,215,6.37,4.53
25/04/2022 06:00,13,2,170.3,249,6.37,4.53
25/04/2022 06:30,14,2,191.1,249,6.37,4.53
25/04/2022 07:00,15,3,196.8,246.75,6.87,0.83
25/04/2022 07:30,16,3,234,246.85,6.87,0.83
25/04/2022 08:00,17,3,206.4,246.75,6.87,0.83
25/04/2022 08:30,18,3,200.8,246.75,6.87,0.83
25/04/2022 09:00,19,3,194.2,235,6.87,0.83
25/04/2022 09:30,20,3,177.6,247,6.87,0.83
25/04/2022 10:00,21,3,184,247,6.87,0.83
25/04/2022 10:30,22,3,167.4,248,6.87,0.83
25/04/2022 11:00,23,4,175,245,2.78,0.85
25/04/2022 11:30,24,4,166.5,235,2.78,0.85
25/04/2022 12:00,25,4,173.6,235,2.78,0.85
25/04/2022 12:30,26,4,155,235,2.78,0.85
25/04/2022 13:00,27,4,169.6,235,2.78,0.85
25/04/2022 13:30,28,4,147.4,235,2.78,0.85
25/04/2022 14:00,29,4,155.6,235,2.78,0.85
25/04/2022 14:30,30,4,153.9,240,2.78,0.85
25/04/2022 15:00,31,5,136.9,235,13.77,0.93
25/04/2022 15:30,32,5,157.4,235,13.77,0.93
25/04/2022 16:00,33,5,140.8,188.32,13.77,0.93
25/04/2022 16:30,34,5,193.6,188.32,13.77,0.93
25/04/2022 17:00,35,5,166.8,124,13.77,0.93
25/04/2022 17:30,36,5,211,123,13.77,0.93
25/04/2022 18:00,37,5,209,125.5,13.77,0.93
25/04/2022 18:30,38,5,210.9,237.5,13.77,0.93
25/04/2022 19:00,39,6,220,289,7.89,0.81
25/04/2022 19:30,40,6,213.3,289,7.89,0.81
25/04/2022 20:00,41,6,210.8,289,7.89,0.81
25/04/2022 20:30,42,6,206.4,245,7.89,0.81
25/04/2022 21:00,43,6,220.7,289,7.89,0.81
25/04/2022 21:30,44,6,173.3,110.1,7.89,0.81
25/04/2022 22:00,45,6,177.9,250,7.89,0.81
25/04/2022 22:30,46,6,130.7,85.1,7.89,0.81
25/04/2022 23:00,47,1,159.6,248,2.65,7.25
25/04/2022 23:30,48,1,114.6,100,2.65,7.25
26/04/2022 00:00,1,1,142.5,180,2.65,7.25
26/04/2022 00:30,2,1,125,5.5,2.65,7.25
26/04/2022 01:00,3,1,127.8,91,2.65,7.25
26/04/2022 01:30,4,1,151.9,185,2.65,7.25
26/04/2022 02:00,5,1,150,187.90183,2.65,7.25
26/04/2022 02:30,6,1,140,185,2.65,7.25
26/04/2022 03:00,7,2,151.6,185,4.77,6.24
26/04/2022 03:30,8,2,142.2,185,4.77,6.24
26/04/2022 04:00,9,2,150,185,4.77,6.24
26/04/2022 04:30,10,2,143.2,154,4.77,6.24
26/04/2022 05:00,11,2,93.8,95,4.77,6.24
26/04/2022 05:30,12,2,108.5,95,4.77,6.24
26/04/2022 06:00,13,2,142.5,239.65015,4.77,6.24
26/04/2022 06:30,14,2,196.8,275,4.77,6.24
26/04/2022 07:00,15,3,193.1,253,2.73,4.77
26/04/2022 07:30,16,3,230,253,2.73,4.77
26/04/2022 08:00,17,3,226,252,2.73,4.77
26/04/2022 08:30,18,3,215,110,2.73,4.77
26/04/2022 09:00,19,3,208.6,110,2.73,4.77
26/04/2022 09:30,20,3,186.2,90,2.73,4.77
26/04/2022 10:00,21,3,170,110.15,2.73,4.77
26/04/2022 10:30,22,3,152.65,110.25,2.73,4.77
26/04/2022 11:00,23,4,178,110.25,1.5,5
26/04/2022 11:30,24,4,162,102,1.5,5
26/04/2022 12:00,25,4,155,110.3,1.5,5
26/04/2022 12:30,26,4,148.4,110,1.5,5
26/04/2022 13:00,27,4,158.7,110.3,1.5,5
26/04/2022 13:30,28,4,150.5,110.4,1.5,5
26/04/2022 14:00,29,4,159.4,249.9,1.5,5
26/04/2022 14:30,30,4,158.6,249.9,1.5,5
26/04/2022 15:00,31,5,133.25,110.4,13.7,8.52
26/04/2022 15:30,32,5,174,110.4,13.7,8.52
26/04/2022 16:00,33,5,160,105.25,13.7,8.52
26/04/2022 16:30,34,5,227.2,110.5,13.7,8.52
26/04/2022 17:00,35,5,209.1,206,13.7,8.52
26/04/2022 17:30,36,5,230,111,13.7,8.52
26/04/2022 18:00,37,5,239,111,13.7,8.52
26/04/2022 18:30,38,5,235.4,228.02,13.7,8.52
26/04/2022 19:00,39,6,233.9,231,3.83,3.83
26/04/2022 19:30,40,6,226.25,234.56,3.83,3.83
26/04/2022 20:00,41,6,230,236.29,3.83,3.83
26/04/2022 20:30,42,6,219,147.11,3.83,3.83
26/04/2022 21:00,43,6,250,250,3.83,3.83
26/04/2022 21:30,44,6,190,242.5,3.83,3.83
26/04/2022 22:00,45,6,195.15,111,3.83,3.83
26/04/2022 22:30,46,6,126,112.1,3.83,3.83
26/04/2022 23:00,47,1,150,113,1.2,4.49
26/04/2022 23:30,48,1,130,112.25,1.2,4.49
27/04/2022 00:00,1,1,130,112.25,1.2,4.49
27/04/2022 00:30,2,1,124.8,115,1.2,4.49
27/04/2022 01:00,3,1,119.5,115.25,1.2,4.49
27/04/2022 01:30,4,1,135,116,1.2,4.49
27/04/2022 02:00,5,1,129.5,109,1.2,4.49
27/04/2022 02:30,6,1,118.4,117.25,1.2,4.49
27/04/2022 03:00,7,2,120,117.25,3.06,5.94
27/04/2022 03:30,8,2,115,117.25,3.06,5.94
27/04/2022 04:00,9,2,130,117.5,3.06,5.94
27/04/2022 04:30,10,2,124.3,117.5,3.06,5.94
27/04/2022 05:00,11,2,125,118,3.06,5.94
27/04/2022 05:30,12,2,135,114,3.06,5.94
27/04/2022 06:00,13,2,158.5,117,3.06,5.94
27/04/2022 06:30,14,2,214.4,253,3.06,5.94
27/04/2022 07:00,15,3,183,244.75,1.93,6.99
27/04/2022 07:30,16,3,230,253,1.93,6.99
27/04/2022 08:00,17,3,220,244.5,1.93,6.99
27/04/2022 08:30,18,3,196.8,244.5,1.93,6.99
27/04/2022 09:00,19,3,182.4,268.95,1.93,6.99
27/04/2022 09:30,20,3,180,245,1.93,6.99
27/04/2022 10:00,21,3,192,243,1.93,6.99
27/04/2022 10:30,22,3,176,268.95,1.93,6.99
27/04/2022 11:00,23,4,182,260,0.82,5.58
27/04/2022 11:30,24,4,174.4,268.5,0.82,5.58
27/04/2022 12:00,25,4,181.6,101.6,0.82,5.58
27/04/2022 12:30,26,4,174,80,0.82,5.58
27/04/2022 13:00,27,4,175,90,0.82,5.58
27/04/2022 13:30,28,4,172.2,80,0.82,5.58
27/04/2022 14:00,29,4,169.1,90,0.82,5.58
27/04/2022 14:30,30,4,154,80,0.82,5.58
27/04/2022 15:00,31,5,140,80,2.57,8.83
27/04/2022 15:30,32,5,174.6,100.11,2.57,8.83
27/04/2022 16:00,33,5,160,240.69157,2.57,8.83
27/04/2022 16:30,34,5,214.4,245,2.57,8.83
27/04/2022 17:00,35,5,182,108.06,2.57,8.83
27/04/2022 17:30,36,5,227.2,108.06,2.57,8.83
27/04/2022 18:00,37,5,225.6,264,2.57,8.83
27/04/2022 18:30,38,5,229,250,2.57,8.83
27/04/2022 19:00,39,6,229.7,264,2.45,4.95
27/04/2022 19:30,40,6,225.3,247.71468,2.45,4.95
27/04/2022 20:00,41,6,220.4,250,2.45,4.95
27/04/2022 20:30,42,6,220,199,2.45,4.95
27/04/2022 21:00,43,6,221.2,103.1,2.45,4.95
27/04/2022 21:30,44,6,170,102,2.45,4.95
27/04/2022 22:00,45,6,186,209.95,2.45,4.95
27/04/2022 22:30,46,6,164.8,107.1,2.45,4.95
27/04/2022 23:00,47,1,144.9,110.3,0.79,4.29
27/04/2022 23:30,48,1,136.4,110.3,0.79,4.29
28/04/2022 00:00,1,1,150,110.3,0.79,4.29
28/04/2022 00:30,2,1,136.2,110.36861,0.79,4.29
28/04/2022 01:00,3,1,143.2,108.35,0.79,4.29
28/04/2022 01:30,4,1,159,110.4,0.79,4.29
28/04/2022 02:00,5,1,150.5,110.4,0.79,4.29
28/04/2022 02:30,6,1,150,110.4,0.79,4.29
28/04/2022 03:00,7,2,150,105,2.49,5.5
28/04/2022 03:30,8,2,143,111,2.49,5.5
28/04/2022 04:00,9,2,150,111,2.49,5.5
28/04/2022 04:30,10,2,147.8,111,2.49,5.5
28/04/2022 05:00,11,2,138.45,166,2.49,5.5
28/04/2022 05:30,12,2,150,210,2.49,5.5
28/04/2022 06:00,13,2,168.7,119,2.49,5.5
28/04/2022 06:30,14,2,213.2,263,2.49,5.5
28/04/2022 07:00,15,3,202,113,2.1,6.75
28/04/2022 07:30,16,3,244.8,249,2.1,6.75
28/04/2022 08:00,17,3,222.6,231.91,2.1,6.75
28/04/2022 08:30,18,3,213.2,236.86,2.1,6.75
28/04/2022 09:00,19,3,210.7,245,2.1,6.75
28/04/2022 09:30,20,3,200,248.45,2.1,6.75
28/04/2022 10:00,21,3,201.6,302.3,2.1,6.75
28/04/2022 10:30,22,3,182.4,250,2.1,6.75
28/04/2022 11:00,23,4,187.2,246,2.13,5.35
28/04/2022 11:30,24,4,171.6,245,2.13,5.35
28/04/2022 12:00,25,4,181,243,2.13,5.35
28/04/2022 12:30,26,4,166.6,112,2.13,5.35
28/04/2022 13:00,27,4,183,235,2.13,5.35
28/04/2022 13:30,28,4,157.2,235,2.13,5.35
28/04/2022 14:00,29,4,183,112,2.13,5.35
28/04/2022 14:30,30,4,156,111,2.13,5.35
28/04/2022 15:00,31,5,151,235,2,8.15
28/04/2022 15:30,32,5,185.5,235,2,8.15
28/04/2022 16:00,33,5,169,111,2,8.15
28/04/2022 16:30,34,5,215,235,2,8.15
28/04/2022 17:00,35,5,205,260,2,8.15
28/04/2022 17:30,36,5,244.9,89,2,8.15
28/04/2022 18:00,37,5,247,0,2,8.15
28/04/2022 18:30,38,5,242.3,80,2,8.15
28/04/2022 19:00,39,6,250,254.14,2.58,4.9
28/04/2022 19:30,40,6,240,252.04,2.58,4.9
28/04/2022 20:00,41,6,234.5,244.25,2.58,4.9
28/04/2022 20:30,42,6,213.2,252.95,2.58,4.9
28/04/2022 21:00,43,6,231,253,2.58,4.9
28/04/2022 21:30,44,6,176,105,2.58,4.9
28/04/2022 22:00,45,6,195.2,250,2.58,4.9
28/04/2022 22:30,46,6,157.4,95.26,2.58,4.9
28/04/2022 23:00,47,1,190.4,260,0.83,0.83
28/04/2022 23:30,48,1,130,101,0.83,0.83
29/04/2022 00:00,1,1,142.8,240,0.83,0.83
29/04/2022 00:30,2,1,145,229.95,0.83,0.83
29/04/2022 01:00,3,1,145,210,0.83,0.83
29/04/2022 01:30,4,1,170,101.06,0.83,0.83
29/04/2022 02:00,5,1,164.7,101.06,0.83,0.83
29/04/2022 02:30,6,1,145,96.1,0.83,0.83
29/04/2022 03:00,7,2,160,96.1,2.95,1.5
29/04/2022 03:30,8,2,145,96.1,2.95,1.5
29/04/2022 04:00,9,2,152,101.06,2.95,1.5
29/04/2022 04:30,10,2,150.4,101.06,2.95,1.5
29/04/2022 05:00,11,2,130.6,103,2.95,1.5
29/04/2022 05:30,12,2,150,101.3,2.95,1.5
29/04/2022 06:00,13,2,179.2,101.06,2.95,1.5
29/04/2022 06:30,14,2,250.5,102,2.95,1.5
29/04/2022 07:00,15,3,210,223,1.69,1
29/04/2022 07:30,16,3,250,223,1.69,1
29/04/2022 08:00,17,3,219.2,102,1.69,1
29/04/2022 08:30,18,3,204,223,1.69,1
29/04/2022 09:00,19,3,192.2,240,1.69,1
29/04/2022 09:30,20,3,180.8,223,1.69,1
29/04/2022 10:00,21,3,180.8,223,1.69,1
29/04/2022 10:30,22,3,171.2,223,1.69,1
29/04/2022 11:00,23,4,177.6,223,1.17,1
29/04/2022 11:30,24,4,166.4,102.07,1.17,1
29/04/2022 12:00,25,4,179,102.07,1.17,1
29/04/2022 12:30,26,4,156.7,102.07,1.17,1
29/04/2022 13:00,27,4,163.5,105,1.17,1
29/04/2022 13:30,28,4,142.5,102,1.17,1
29/04/2022 14:00,29,4,158.2,105,1.17,1
29/04/2022 14:30,30,4,150,101,1.17,1
29/04/2022 15:00,31,5,143.4,91.53,2.95,2.95
29/04/2022 15:30,32,5,180,92,2.95,2.95
29/04/2022 16:00,33,5,152.4,54,2.95,2.95
29/04/2022 16:30,34,5,200,91.67538,2.95,2.95
29/04/2022 17:00,35,5,187.9,92,2.95,2.95
29/04/2022 17:30,36,5,207.9,245,2.95,2.95
29/04/2022 18:00,37,5,209.6,248,2.95,2.95
29/04/2022 18:30,38,5,215.65,243.5,2.95,2.95
29/04/2022 19:00,39,6,217,239.71,2.5,0.83
29/04/2022 19:30,40,6,210,239.71,2.5,0.83
29/04/2022 20:00,41,6,204,239.71,2.5,0.83
29/04/2022 20:30,42,6,198,108,2.5,0.83
29/04/2022 21:00,43,6,215,210,2.5,0.83
29/04/2022 21:30,44,6,172,92.01,2.5,0.83
29/04/2022 22:00,45,6,190,105,2.5,0.83
29/04/2022 22:30,46,6,160,92,2.5,0.83
29/04/2022 23:00,47,1,190,100.75,1.45,1.45
29/04/2022 23:30,48,1,158.7,92.01,1.45,1.45
30/04/2022 00:00,1,1,139.4,80,1.45,1.45
30/04/2022 00:30,2,1,129.4,50,1.45,1.45
30/04/2022 01:00,3,1,137.5,70,1.45,1.45
30/04/2022 01:30,4,1,137.5,185,1.45,1.45
30/04/2022 02:00,5,1,143.5,185,1.45,1.45
30/04/2022 02:30,6,1,134.4,70,1.45,1.45
30/04/2022 03:00,7,2,131.4,70,1.49,1.41
30/04/2022 03:30,8,2,125,70,1.49,1.41
30/04/2022 04:00,9,2,131.4,70,1.49,1.41
30/04/2022 04:30,10,2,126.5,70,1.49,1.41
30/04/2022 05:00,11,2,125,84,1.49,1.41
30/04/2022 05:30,12,2,126.8,65,1.49,1.41
30/04/2022 06:00,13,2,110,70,1.49,1.41
30/04/2022 06:30,14,2,137.5,92,1.49,1.41
30/04/2022 07:00,15,3,148.5,180.25,2.99,1.2
30/04/2022 07:30,16,3,160,180.25,2.99,1.2
30/04/2022 08:00,17,3,155.2,190,2.99,1.2
30/04/2022 08:30,18,3,158.4,70,2.99,1.2
30/04/2022 09:00,19,3,150.6,180,2.99,1.2
30/04/2022 09:30,20,3,150,70,2.99,1.2
30/04/2022 10:00,21,3,149,65,2.99,1.2
30/04/2022 10:30,22,3,132.8,65,2.99,1.2
30/04/2022 11:00,23,4,132.8,65,1.36,5
30/04/2022 11:30,24,4,131.2,65,1.36,5
30/04/2022 12:00,25,4,135.5,76,1.36,5
30/04/2022 12:30,26,4,100.5,65.25,1.36,5
30/04/2022 13:00,27,4,119.4,61,1.36,5
30/04/2022 13:30,28,4,110,65.6,1.36,5
30/04/2022 14:00,29,4,90,62,1.36,5
30/04/2022 14:30,30,4,110.4,62,1.36,5
30/04/2022 15:00,31,5,93.93,3,39.77,9.69
30/04/2022 15:30,32,5,112.9,71.1,39.77,9.69
30/04/2022 16:00,33,5,100.5,71.1,39.77,9.69
30/04/2022 16:30,34,5,160.77,72.5,39.77,9.69
30/04/2022 17:00,35,5,150,84,39.77,9.69
30/04/2022 17:30,36,5,165,190,39.77,9.69
30/04/2022 18:00,37,5,174.4,165,39.77,9.69
30/04/2022 18:30,38,5,175,165,39.77,9.69
30/04/2022 19:00,39,6,175,165,4.95,3.01
30/04/2022 19:30,40,6,173,72.5,4.95,3.01
30/04/2022 20:00,41,6,164.2,185,4.95,3.01
30/04/2022 20:30,42,6,166,184.95,4.95,3.01
30/04/2022 21:00,43,6,168,190,4.95,3.01
30/04/2022 21:30,44,6,120,72.55,4.95,3.01
30/04/2022 22:00,45,6,150.6,75,4.95,3.01
30/04/2022 22:30,46,6,96.4,72.5,4.95,3.01
30/04/2022 23:00,47,1,103.7,72.55,0.71,0.98
30/04/2022 23:30,48,1,74.9,66,0.71,0.98